"cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","VAT mar¿a","Kraj pochodzenia","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Bezwypadkowy","Serwisowany w ASO","Stan","VIN","Emisja CO2","Mo¿liwoœæ finansowania","Gwarancja dealerska (w cenie)","Pierwsza rejestracja","Faktura VAT","Leasing","Miesiêczna rata","Wersja","Filtr cz¹stek sta³ych","Per³owy","lub do (przebieg km)","Akryl (niemetalizowany)","Uszkodzony","Homologacja ciê¿arowa","Matowy","Tuning","Kierownica po prawej (Anglik)"
"32 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","224 000 km","1 984 cm3","Benzyna","211 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,NA,"PGN712HS","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","183 g/km",NA,NA,"16/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","208 700 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Sedan","4","5","Inny kolor",NA,"Tak","Belgia","1LTP993",NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","114 g/km","Tak",NA,"14/04/2011",NA,NA,NA,"1.6 TDI BlueMotion Technology","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"10 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","288 051 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,"Tak",NA,NA,NA,NA
"26 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","242 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak","Tak","Niemcy",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","109 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI BlueMotion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","200 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,"Niemcy",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,"29/04/2011",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","178 600 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak","Tak","Niemcy","PJA24631","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","118 g/km",NA,NA,"10/08/2011",NA,NA,NA,"1.6 TDI DPF BlueMot Trendline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 200","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","102 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Sedan","5","5","Srebrny",NA,NA,"Polska","SWD41688","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"16/08/2012",NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 990","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","227 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Br¹zowy",NA,NA,"Polska","WA2710E","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,"19/04/2011",NA,NA,NA,"1.8 TSI Comfortline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"40 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","94 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,"Polska","WY679VW","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","138 g/km",NA,NA,NA,NA,NA,NA,"1.4 TSI BMT Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","195 500 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Polska","PO3C104",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"31/03/2014",NA,NA,NA,"1.6 TDI Trendline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 999","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","229 900 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Polska","WZY19026","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"32 595","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","131 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak","Tak",NA,NA,"Tak","Tak",NA,"Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,"Tak",NA,NA,NA,NA
"35 999","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","200 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","292 738 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Niebieski",NA,NA,"Polska",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km","Tak",NA,"01/02/2013","Tak",NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","190 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,NA,NA,"KN 8813A","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"31/03/2014","Tak",NA,NA,"Variant 1.6 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,"Tak",NA,NA,NA
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","182 000 km","1 984 cm3","Benzyna","211 KM","Manualna","Na przednie ko³a","Kombi","5","5","Szary",NA,"Tak",NA,"TK2511Y","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","169 g/km",NA,NA,"25/01/2021",NA,NA,NA,"2.0 TSI Highline",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","211 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","200 000 km","1 598 cm3","Diesel","105 KM","Manualna",NA,"Kombi","5",NA,"Czarny",NA,"Tak",NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","258 123 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","186 g/km",NA,"3 miesiêcy",NA,NA,NA,NA,"1.8 TSI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","122 500 km","1 984 cm3","Benzyna","210 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,"Polska",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"B7 (2010-2014)",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"34 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","112 300 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","4","5","Bia³y","Tak","Tak",NA,"WH52013","Tak","Tak",NA,NA,"U¿ywane","Wyœwietl VIN","137 g/km","Tak",NA,"01/01/2013",NA,"Tak",NA,"2.0 TDI 4Motion BlueMotion Technol",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"37 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","189 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Polska",NA,"Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"20/08/2014",NA,NA,NA,"1.4 TSI Perfectline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","154 164 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska","WPI2054A","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline","Tak",NA,"154 164 km",NA,NA,NA,NA,NA,NA
"16 990","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","187 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Polska",NA,NA,"Tak","Tak",NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,"Tak"
"29 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","76 400 km","2 500 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a","Sedan","5","5","Bia³y",NA,"Tak","Stany Zjednoczone","WWL0195A","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","285 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Polska","CRANT85","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","169 g/km",NA,NA,"30/09/2011",NA,NA,NA,"2.0 TDI DPF Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","187 300 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Srebrny","Tak","Tak","Niemcy","OH6767",NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"29 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","276 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak",NA,"Niemcy","OKL43163","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"05/08/2011",NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","91 906 km","1 598 cm3","Diesel","105 KM","Manualna",NA,"Sedan","5","5","Inny kolor","Tak",NA,"Belgia",NA,"Tak","Tak",NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"26/07/2013",NA,NA,NA,"1.6 TDI Trendline CityLine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 999","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","277 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak","Tak",NA,NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"36 990","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","160 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI Comfortline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"42 990","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","215 521 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Be¿owy",NA,NA,NA,"EP 91622","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","136 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"19 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","286 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","189 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","129 600 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","239 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,NA,"WWY50977",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,"16/12/2011",NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","96 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,"Polska",NA,"Tak","Tak",NA,NA,"U¿ywane","Wyœwietl VIN","138 g/km",NA,NA,NA,NA,NA,NA,"1.4 TSI BMT Comfortline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"39 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","172 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,"CT5225N","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"16/02/2012",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","248 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Sedan","5",NA,"Srebrny",NA,NA,"Polska",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","280 500 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","4","5","Szary","Tak",NA,"Niemcy","DOA67673","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"01/10/2013",NA,NA,NA,"2.0 TDI DSG BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"38 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","139 081 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Kombi","5",NA,"Br¹zowy",NA,"Tak","Niemcy",NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,"Tak",NA,"1.4 TSI Trendline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","292 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","4","5","Czarny",NA,NA,NA,"DLWAP11","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"07/09/2012",NA,NA,NA,"2.0 TDI Comfortline DSG","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"31 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","134 900 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,"Tak","Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","89 732 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Sedan","5","5","Czarny","Tak","Tak","Polska",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","136 g/km",NA,NA,"19/08/2013",NA,NA,NA,"2.0 TDI Highline R-Style DSG","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"25 750","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","244 900 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak","Tak",NA,"OK1565A","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","114 g/km","Tak",NA,"01/08/2011","Tak",NA,NA,"Variant 1.6 TDI DPF BlueMotion","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","243 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Czarny","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","300 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Szary","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32 222","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","175 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Be¿owy","Tak",NA,NA,NA,"Tak","Tak",NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"13/12/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","320 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,"DMI29520",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","156 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","116 g/km","Tak","3 miesiêcy","15/05/2012",NA,NA,NA,"1.6 TDI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"26 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","181 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","186 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","250 000 km","1 968 cm3","Diesel","177 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy","DL4035C","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","123 g/km",NA,NA,"22/03/2018",NA,NA,NA,"2.0 TDI Highline R-Style","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"29 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","230 000 km","1 998 cm3","Diesel","141 KM","Manualna","Na przednie ko³a","Sedan","4","5","Szary","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 483","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","150 000 km","1 798 cm3","Benzyna","160 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","165 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 800","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","228 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Polska","PLE00843","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","160 g/km","Tak",NA,"11/04/2012",NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","244 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (sta³y)","Kombi","5","5","Br¹zowy",NA,NA,NA,"KR4JG02","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,"28/06/2013",NA,NA,NA,"2.0 TDI 4Mot Highline DSG","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"43 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","157 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Inny kolor",NA,NA,"Niemcy",NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","222 800 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"28/10/2013",NA,NA,NA,"2.0 TDI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","168 000 km","1 598 cm3","Diesel","105 KM","Manualna",NA,"Kombi","5",NA,"Czarny","Tak",NA,NA,NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","308 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,"NO4385N","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"20/07/2012",NA,NA,NA,"2.0 TDI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"27 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","326 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,"Tak","Polska",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","153 g/km",NA,NA,"13/10/2019",NA,NA,NA,"2.0 TDI DPF Comfortline",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"49 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","103 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Sedan","4","5","Br¹zowy","Tak",NA,"Polska","WD6794K",NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","145 g/km",NA,NA,"20/01/2015",NA,NA,NA,"1.4 TSI Trendline",NA,NA,"103 000 km",NA,NA,NA,NA,NA,NA
